129.222.59.0/24,gtmygtm1,gua
129.222.60.0/24,wrswpol1,waw
129.222.61.0/24,wrswpol1,waw
129.222.62.0/24,chcoilx1,ord
129.222.63.0/24,chcoilx1,ord
129.222.64.0/24,qrtomex1,qro
129.222.68.0/24,nrbiken1,nbo
129.222.69.0/24,nrbiken1,nbo
129.222.70.0/24,clgycan1,yyc
129.222.71.0/24,clgycan1,yyc
129.222.72.0/24,dllstxx1,dfw
129.222.73.0/24,dllstxx1,dfw
129.222.74.0/24,dllstxx1,dfw
129.222.75.0/24,dllstxx1,dfw
129.222.76.0/24,dllstxx1,dfw
129.222.77.0/24,dllstxx1,dfw
129.222.78.0/24,dllstxx1,dfw
129.222.79.0/24,dllstxx1,dfw
129.222.80.0/24,atlagax1,atl
129.222.81.0/24,atlagax1,atl
129.222.82.0/24,atlagax1,atl
129.222.83.0/24,atlagax1,atl
129.222.84.0/24,atlagax1,atl
129.222.85.0/24,atlagax1,atl
129.222.86.0/24,atlagax1,atl
129.222.87.0/24,atlagax1,atl
129.222.88.0/24,mmmiflx1,mia
129.222.89.0/24,mmmiflx1,mia
129.222.90.0/24,qrtomex1,qro
129.222.91.0/24,qrtomex1,qro
129.222.94.0/24,mntlcan1,yul
129.222.95.0/24,mntlcan1,yul
129.222.96.0/24,clgycan1,yyc
129.222.97.0/24,clgycan1,yyc
129.222.98.0/24,nwyynyx1,lga
129.222.99.0/24,nwyynyx1,lga
129.222.100.0/24,sltyutx1,pvu
129.222.101.0/24,sltyutx1,pvu
129.222.102.0/24,sltyutx1,pvu
129.222.103.0/24,sltyutx1,pvu
129.222.104.0/24,lgosnga1,los
129.222.105.0/24,lgosnga1,los
129.222.106.0/24,clgycan1,yyc
129.222.107.0/24,clgycan1,yyc
129.222.108.0/24,jhngzaf1,jnb
129.222.109.0/24,jhngzaf1,jnb
129.222.110.0/24,qrtomex1,qro
129.222.111.0/24,qrtomex1,qro
129.222.112.0/24,mplsmnx1,msp
129.222.113.0/24,mplsmnx1,msp
129.222.114.0/24,mplsmnx1,msp
129.222.115.0/24,mplsmnx1,msp
129.222.118.0/24,mmmiflx1,mia
129.222.119.0/24,mmmiflx1,mia
129.222.120.0/24,dllstxx1,dfw
129.222.121.0/24,dllstxx1,dfw
129.222.122.0/24,dllstxx1,dfw
